text,category
had to pay $198.71 for Karaoke night,Entertainment
Spent $67.86 on Dental checkup,Healthcare
coursera subscription west carloston,Education
I paid $222.16 at Clothing store,Shopping
Paid 319.70 for Mortgage,Housing
$404.31 for Dining at Olive Garden on 03/01,Food
Pet food Port Dylanhaven,Other
coursera subscription 03/20,Education
hulu subscription txn-56466508,Subscription
trash collection 03/14,Utilities
Department store TXN-46860828,Shopping
had to pay $68.88 for doctor copay,Other
oil change $359.70 on monday,Transport
Spent $119.98 on Workshop fee,Education
Charged $249.16 to Home decor this morning,Shopping
I spent 270.21 on Maintenance,Housing
haircut,Other
Gas bill Port Lindsay AYktGq,Utilities
Bought House payment for $317.54,Housing
Property tax TXN-03469279,Housing
Paid 289.84 for Parking ticket,Transport
Concert tickets 02/06,Entertainment
Doctor visit 03/28,Healthcare
I spent 456.93 on Coursera subscription,Education
i spent 307.99 on hoa fees this morning,Housing
I paid $77.66 at Dry cleaning this morning,Other
udemy course mistymouth,Education
Donation South Leahside MfVFUL,Other
I paid $495.07 at Theme park last week,Entertainment
dining at olive garden smithchester,Food
Paid $168.81 for Home insurance,Housing
Health insurance premium 02/21,Healthcare
i bought book purchase $350.35 this morning,Other
Clothing store,Shopping
Restaurant dinner West Audreyhaven XBjZGz,Food
dental checkup 04/03,Healthcare
I spent $25.71 on Book purchase on 04/09,Other
kfc txn-23847309,Food
taxi port whitney,Transport
Spent 446.22 on Gas bill,Utilities
Paid $9.51 for KFC,Food
Spent 269.01 on Eye exam,Healthcare
Concert tickets,Entertainment
Shoes purchase cost $109.11,Shopping
spent $138.50 on clothing store,Shopping
cell phone bill new william,Utilities
Bought Home decor for $59.53,Shopping
$364.96 for pizza delivery,Food
Certification exam,Education
Walmart groceries $305.08,Food
Spent $157.39 on Book purchase,Other
Lyft ride cost $319.35,Transport
Starbucks $19.36,Food
had to pay $354.20 for Online course,Education
Spent 311.25 on Gift,Other
Charged $484.84 to Spotify premium last week,Subscription
Lyft ride TXN-75158293,Transport
I spent $146.56 on Electric bill,Utilities
paid 486.90 for zoo visit,Entertainment
Haircut,Other
Uber trip cost $6.88,Transport
Bought Car insurance for $67.75 today,Transport
Bought Property tax for $81.41 this morning,Housing
I spent 382.01 on Apartment rent,Housing
Spent 120.03 on Maintenance this morning,Housing
had to pay $477.42 for Walmart groceries,Food
Bus ticket Beckerhaven,Transport
I spent $31.73 on Amazon purchase,Shopping
I spent 10.72 on Apartment rent,Housing
Paid 7.47 for Amazon purchase,Shopping
I bought Urgent care visit $48.77,Healthcare
$310.77 for Language learning app,Education
Spent 292.01 on Movie theater,Entertainment
Spent 345.93 on Pet food today,Other
I bought Arcade games $125.18 last month,Entertainment
purchased Electronics store for $282.70 on 03/17,Shopping
bought mcdonalds for $121.13,Food
I spent $315.00 on Internet service today,Utilities
gym membership txn-53308160,Subscription
online shopping order 04/15,Shopping
Maintenance cost $315.11,Housing
Concert tickets,Entertainment
Comedy show TXN-75595647,Entertainment
YouTube Premium 01/09 OwUIuL,Subscription
Eye exam TXN-70744279,Healthcare
bought home insurance for $315.07,Housing
Tutoring session Lake Russell,Education
Pizza delivery TXN-99402150,Food
Tutoring session Fisherfurt,Education
Hulu subscription $401.77 today,Subscription
Jewelry purchase TXN-74676453,Shopping
walmart groceries,Food
purchased car insurance for $169.28,Transport
google one storage 01/05,Subscription
Property tax TXN-24035378,Housing
Paid 437.22 for Mortgage last week,Housing
$304.90 for Target groceries on Monday,Food
$90.57 for Karaoke night,Entertainment
Paid 21.00 for Eye exam,Healthcare
Haircut,Other
McDonalds TXN-79726474,Food
purchased Tuition payment for $137.35,Education
Textbook purchase,Education
Spent 7.41 on Walmart groceries,Food
i paid $58.01 at theme park on monday,Entertainment
bought parking ticket for $419.70,Transport
Paid $243.62 for Heating bill,Utilities
Tuition payment 01/30,Education
Gas station Port Alexisport,Transport
Spent 326.52 on Apartment rent on Monday,Housing
Bus ticket cost $97.43,Transport
purchased Haircut for $406.53,Other
Eye exam 03/22,Healthcare
Lab tests cost $70.20 last week,Healthcare
had to pay $218.48 for Vitamins and supplements on Monday,Healthcare
home insurance 01/21,Housing
playstation plus,Subscription
Spent 475.65 on Cell phone bill,Utilities
$137.77 for Bowling,Entertainment
Paid 266.42 for Pet food today,Other
Urgent care visit,Healthcare
Paid $115.29 for School supplies,Education
purchased hulu subscription for $319.86,Subscription
Spent $446.37 on Doctor visit,Healthcare
playstation plus muellermouth,Subscription
Spent $422.46 on Whole Foods,Food
had to pay $37.37 for karaoke night,Entertainment
Property tax,Housing
purchased Tuition payment for $379.92 yesterday,Education
had to pay $158.99 for Workshop fee,Education
YouTube Premium cost $254.95,Subscription
i spent $35.22 on gas station,Transport
Paid 185.27 for Online course,Education
Charged $237.61 to Adobe Creative Cloud,Subscription
Charged $282.22 to Internet service,Utilities
Adobe Creative Cloud,Subscription
Taxi cost me 73.27,Transport
Spent $466.12 on Gas station this morning,Transport
Gas station 03/27,Transport
had to pay $83.99 for Target groceries this week,Food
I spent $39.26 on Adobe Creative Cloud,Subscription
I spent 370.88 on Rent payment,Housing
paid 148.82 for tuition payment,Education
amazon prime cost $220.51 last month,Subscription
i paid $127.22 at electronics store TgjtHp,Shopping
purchased Home decor for $481.99 last month,Shopping
Electric bill TXN-71209623,Utilities
Spent 16.72 on Home insurance,Housing
water bill cost me 138.61 vfMMTG,Utilities
purchased Haircut for $150.26 this morning,Other
Parking ticket $270.43 on 03/14,Transport
Charged $357.78 to Workshop fee,Education
Subway pass,Transport
Mortgage TXN-77629142,Housing
Museum tickets East Robertborough,Entertainment
spent 355.46 on hbo max this week,Subscription
subway sandwich cost me 248.52 on 03/18,Food
lab tests 04/14,Healthcare
Spent $214.84 on Online shopping order,Shopping
physical therapy cost me 5.41,Healthcare
bowling txn-80539537,Entertainment
Spent 116.12 on Mortgage,Housing
Microsoft 365,Subscription
rent payment lake tiffanyborough,Housing
I paid $218.80 at Subway pass,Transport
school supplies mitchellshire,Education
Bought Online shopping order for $312.52 on 04/17,Shopping
Kitchen supplies cost $352.61 last week,Shopping
Paid 291.90 for Shoes purchase,Shopping
Cell phone bill,Utilities
electric bill cost $129.39,Utilities
I spent $63.13 on Language learning app,Education
HOA fees Port Michaelchester,Housing
had to pay $112.39 for Pharmacy prescription,Healthcare
$80.45 for Amazon Prime,Subscription
Pharmacy TXN-76139253,Other
Online shopping order TXN-24203906,Shopping
Vitamins and supplements 01/02,Healthcare
Language learning app TXN-48898591,Education
I bought Home decor $436.36,Shopping
I spent $12.68 on Amazon purchase,Shopping
Rent payment,Housing
i spent 405.71 on dining at olive garden yesterday,Food
Gas bill Lake Monica,Utilities
Karaoke night 03/25,Entertainment
playstation plus $153.80 this morning,Subscription
Pizza delivery cost me 28.34,Food
paid $222.86 for zoo visit,Entertainment
$498.99 for Furniture store,Shopping
Pharmacy cost me 410.26,Other
Spotify premium $426.51 IZxCKV,Subscription
$166.73 for Water bill,Utilities
Vitamins and supplements 02/05,Healthcare
$176.67 for amazon purchase,Shopping
rent payment 02/06,Housing
Home decor TXN-48285315,Shopping
i spent 168.91 on kfc,Food
had to pay $355.94 for Gas station,Transport
certification exam 04/08,Education
Spent 313.59 on Karaoke night this week,Entertainment
amazon purchase port kenneth,Shopping
House payment 01/14,Housing
Uber trip TXN-26125954,Transport
YouTube Premium $49.13,Subscription
had to pay $482.07 for Karaoke night this week,Entertainment
spent 286.29 on taxi last month,Transport
Bought Jewelry purchase for $23.53,Shopping
I spent 166.64 on Workshop fee,Education
spent 255.51 on pizza delivery,Food
I spent $31.23 on Karaoke night,Entertainment
amazon purchase cost me 353.86 last week,Shopping
Phone bill AT&T 03/02,Utilities
Parking ticket,Transport
language learning app cost $479.34 on 01/27,Education
Urgent care visit 01/22,Healthcare
Haircut Lake Melindastad,Other
Paid 241.10 for Tutoring session,Education
Heating bill TXN-21748660,Utilities
I paid $175.67 at School supplies,Education
i spent 301.05 on hulu subscription on monday,Subscription
Movie theater TXN-37495671,Entertainment
Theme park TXN-67823697,Entertainment
Apartment rent 02/11,Housing
Paid $342.76 for Vitamins and supplements,Healthcare
Whole Foods cost $477.28,Food
Audible membership TXN-53970534,Subscription
paid 311.91 for escape room this morning,Entertainment
spent $442.36 on haircut last month,Other
hoa fees 01/09,Housing
paid 327.39 for icloud storage,Subscription
Spent $423.89 on Water bill,Utilities
Audible membership Jeffreyton,Subscription
Heating bill TXN-20821104,Utilities
I paid $89.93 at Bus ticket last month,Transport
Dry cleaning cost $285.66,Other
apple music cost me 178.75 this week,Subscription
Apartment rent Shellymouth,Housing
$300.81 for karaoke night,Entertainment
Paid $6.07 for Heating bill,Utilities
I spent 450.67 on Starbucks EViiMB,Food
Gym membership New Tyroneshire,Subscription
purchased Phone bill AT&T for $55.07,Utilities
spent $116.84 on clothing store,Shopping
Certification exam 02/28,Education
lab tests west peterhaven,Healthcare
online course cost me 105.20,Education
Charged $325.41 to Furniture store,Shopping
Costco groceries 02/24,Food
pet food cost $15.33,Other
zoo visit,Entertainment
had to pay $161.66 for Dry cleaning,Other
I bought Property tax $367.87,Housing
paid 305.60 for hbo max,Subscription
Paid $496.46 for Kitchen supplies,Shopping
zoo visit cost me 427.21,Entertainment
Spent $145.78 on Maintenance,Housing
I spent 140.68 on Water bill,Utilities
Charged $351.29 to Language learning app,Education
purchased car insurance for $246.50,Transport
Arcade games,Entertainment
Vitamins and supplements TXN-64683454,Healthcare
Spotify premium,Subscription
had to pay $382.41 for Concert tickets,Entertainment
i bought costco groceries $155.88,Food
Paid $264.40 for School supplies,Education
had to pay $160.62 for Gift last month,Other
therapy session,Healthcare
had to pay $29.87 for Restaurant dinner today,Food
I bought Parking ticket $490.62,Transport
I paid $74.79 at Electronics store yesterday,Shopping
Theme park $57.90,Entertainment
Paid $240.93 for Amazon Prime,Subscription
microsoft 365 03/30,Subscription
i paid $314.20 at mortgage yesterday,Housing
I spent $454.44 on Pizza delivery,Food
Bought Jewelry purchase for $442.14,Shopping
i spent $72.27 on urgent care visit yesterday,Healthcare
Gym membership Monteschester,Subscription
Furniture store Port Amanda,Shopping
i spent $249.79 on donation,Other
Spent $318.23 on Haircut,Other
I bought House payment $463.99,Housing
Urgent care visit TXN-11849346,Healthcare
paid $190.01 for mcdonalds this morning,Food
trash collection 04/14,Utilities
Restaurant dinner 01/08,Food
Paid 301.38 for Arcade games last week,Entertainment
Spent $476.49 on Haircut RFcZVS,Other
$210.34 for Donation,Other
Water bill Port Marcmouth OljGJw,Utilities
PlayStation Plus cost me 313.12,Subscription
had to pay $182.02 for Vitamins and supplements,Healthcare
Spent $242.78 on Kitchen supplies,Shopping
Subway sandwich 03/11,Food
bought tutoring session for $287.93,Education
Pharmacy New Alicia,Other
Paid 341.96 for Theme park yesterday,Entertainment
Gym membership,Subscription
$80.40 for doctor visit on 03/23,Healthcare
Bought Electric bill for $56.60,Utilities
donation txn-31962568,Other
$63.61 for escape room,Entertainment
property tax jesusville,Housing
had to pay $169.35 for Clothing store,Shopping
purchased Uber trip for $494.54,Transport
dining at olive garden,Food
Gas bill 01/17,Utilities
Pharmacy prescription Lake Roberthaven,Healthcare
I spent $128.31 on Cell phone bill,Utilities
$310.10 for Health insurance premium on Monday,Healthcare
concert tickets txn-29113965,Entertainment
Starbucks 04/06,Food
Spent $381.72 on Jewelry purchase,Shopping
I paid $286.88 at Therapy session,Healthcare
Gas bill ixMtFL,Utilities
Kitchen supplies 03/23,Shopping
car repair fitzgeraldton,Transport
kitchen supplies south nancy Kmrjhj,Shopping
Comedy show,Entertainment
Bus ticket,Transport
Paid $194.70 for Pharmacy prescription on Monday,Healthcare
Comedy show,Entertainment
maintenance txn-16384873,Housing
cell phone bill txn-48197700,Utilities
I paid $225.76 at Hulu subscription,Subscription
lab tests cost $62.84,Healthcare
Department store cost $472.01,Shopping
tuition payment freemanburgh,Education
spent $202.02 on oil change,Transport
Eye exam South Michelle,Healthcare
Spent $337.14 on Maintenance,Housing
Phone bill AT&T 02/22,Utilities
Language learning app Alexandraport,Education
Bowling TXN-55764353,Entertainment
House payment TXN-00081320,Housing
Charged $233.97 to Heating bill,Utilities
Theme park cost $179.67,Entertainment
purchased Urgent care visit for $96.24,Healthcare
tutoring session east kathryn,Education
House payment $232.30 today,Housing
Doctor copay 01/31,Other
I spent $234.09 on Cell phone bill,Utilities
I spent $295.83 on Home insurance yesterday,Housing
Spent 279.18 on Subway sandwich,Food
zoo visit donaldfurt,Entertainment
had to pay $83.71 for Home insurance,Housing
Charged $414.47 to Water bill,Utilities
escape room txn-25604924,Entertainment
Spent $205.83 on Netflix subscription yesterday,Subscription
$451.77 for Coursera subscription,Education
i bought rent payment $79.58 last month,Housing
purchased Rent payment for $477.23,Housing
Rent payment $32.82 on Monday,Housing
Disney+ subscription North Brenda,Subscription
Gym membership TXN-98973538,Subscription
Dry cleaning TXN-75425418,Other
I bought Online shopping order $345.68,Shopping
I spent $376.96 on House payment,Housing
Museum tickets cost me 316.27 EqbZkH,Entertainment
Gift Deborahfort,Other
I bought Electric bill $496.88,Utilities
Urgent care visit $85.21,Healthcare
I spent 404.84 on Dental checkup last month,Healthcare
Charged $484.01 to Heating bill,Utilities
Cell phone bill TXN-12614257,Utilities
i spent $268.34 on dental checkup,Healthcare
i bought youtube premium $368.08,Subscription
purchased Target groceries for $262.20 last month,Food
Furniture store TXN-43211722,Shopping
Spent 260.56 on Jewelry purchase,Shopping
Uber trip 01/16,Transport
Heating bill cost me 333.23,Utilities
Kitchen supplies,Shopping
i bought gift $64.79,Other
Lab tests cost $467.94,Healthcare
urgent care visit cost $76.41,Healthcare
Spotify premium,Subscription
PlayStation Plus 04/06,Subscription
i spent 73.14 on pet food last week,Other
doctor visit cost $179.42,Healthcare
HBO Max 03/18,Subscription
Trash collection TXN-73333074,Utilities
paid 133.15 for hbo max,Subscription
$35.14 for language learning app this week,Education
I paid $348.91 at Pizza delivery last month,Food
Tutoring session Jessicaton,Education
Pizza delivery,Food
I bought Property tax $56.99,Housing
I bought Arcade games $64.36,Entertainment
purchased Trash collection for $418.38,Utilities
Concert tickets cost $148.78,Entertainment
I bought Museum tickets $358.06,Entertainment
purchased Eye exam for $390.16 on Monday,Healthcare
Spent 29.21 on Parking ticket,Transport
I bought Udemy course $448.95,Education
spent $159.38 on gift,Other
Udemy course 04/11,Education
$458.12 for Gym membership,Subscription
$239.58 for Comedy show last week,Entertainment
amazon purchase 03/09,Shopping
Pizza delivery,Food
PlayStation Plus $451.47,Subscription
$433.23 for Mortgage,Housing
Cell phone bill TXN-40674667,Utilities
purchased netflix subscription for $431.86 on 02/14,Subscription
Lunch at work TXN-86131445,Food
YouTube Premium 01/10,Subscription
i spent $159.59 on gym membership,Subscription
had to pay $74.38 for Furniture store,Shopping
I paid $232.14 at Adobe Creative Cloud,Subscription
Cell phone bill $101.71 on 03/02,Utilities
Doctor copay,Other
spent $115.60 on parking ticket this week,Transport
youtube premium,Subscription
audible membership west ryan,Subscription
Whole Foods 02/22,Food
I spent $433.74 on Bus ticket this week,Transport
Water bill TXN-27442739,Utilities
spent 414.02 on language learning app,Education
Charged $163.86 to Maintenance,Housing
McDonalds 01/23,Food
Apple Music 01/11,Subscription
Uber trip TXN-78289185,Transport
i spent 23.27 on pharmacy prescription,Healthcare
had to pay $287.93 for Therapy session,Healthcare
Museum tickets,Entertainment
had to pay $209.84 for phone bill at&t,Utilities
had to pay $394.71 for museum tickets yesterday,Entertainment
purchased Physical therapy for $274.67,Healthcare
paid 12.60 for doctor visit,Healthcare
Language learning app $93.31,Education
kitchen supplies torreston,Shopping
i paid $53.56 at phone bill at&t,Utilities
disney+ subscription,Subscription
i bought clothing store $130.93,Shopping
I spent 274.52 on Clothing store this week,Shopping
Paid 133.35 for Car repair,Transport
Gift Samanthaborough,Other
Paid 492.48 for Jewelry purchase,Shopping
Theme park,Entertainment
$80.67 for maintenance DIENxV,Housing
Spent $361.37 on Tutoring session,Education
had to pay $245.13 for home decor this morning,Shopping
Car repair 03/28,Transport
McDonalds South Johnville,Food
disney+ subscription 04/17 YMINmg,Subscription
Paid 177.04 for Doctor copay,Other
Heating bill,Utilities
I spent $68.39 on Doctor copay,Other
purchased Costco groceries for $251.46,Food
Karaoke night 01/26,Entertainment
Donation Petersmouth,Other
Furniture store cost $86.74,Shopping
purchased Haircut for $447.95,Other
I paid $391.71 at Gas bill,Utilities
Health insurance premium cost $297.48 last month,Healthcare
arcade games,Entertainment
Gas station TXN-58459041,Transport
hulu subscription txn-13180782,Subscription
Home insurance cost $60.46,Housing
Spent $47.89 on Karaoke night,Entertainment
Paid $454.23 for Trash collection,Utilities
Spotify premium TXN-29204793,Subscription
Bought Pizza delivery for $254.54,Food
had to pay $393.83 for Trash collection,Utilities
I bought Movie theater $9.33,Entertainment
Movie theater TXN-15076342,Entertainment
Spent $30.47 on School supplies,Education
Spent $422.29 on Workshop fee last week,Education
Paid $182.37 for PlayStation Plus,Subscription
Apartment rent TXN-53787729,Housing
Doctor visit cost me 388.43,Healthcare
gas bill 04/21,Utilities
rent payment christymouth,Housing
I spent 460.72 on Department store,Shopping
Spent $380.76 on Shoes purchase,Shopping
I spent 338.27 on YouTube Premium,Subscription
Spent 313.30 on Doctor visit,Healthcare
i paid $364.60 at certification exam,Education
KFC,Food
I spent $57.29 on Phone bill AT&T,Utilities
Doctor visit TXN-75010706,Healthcare
Furniture store cost $203.77,Shopping
Netflix subscription TXN-10661642,Subscription
Disney+ subscription,Subscription
House payment TXN-66691761,Housing
gas bill 04/12,Utilities
Online course cost me 362.14 last week,Education
Arcade games $209.49,Entertainment
Karaoke night TXN-28914099,Entertainment
Rent payment Wilkinsontown,Housing
Zoo visit cost $126.49 today,Entertainment
purchased textbook purchase for $155.39 this morning,Education
i spent 285.51 on trash collection,Utilities
online shopping order 01/11,Shopping
Apartment rent 03/12,Housing
purchased PlayStation Plus for $334.76,Subscription
Health insurance premium cost $115.43,Healthcare
I spent $497.53 on Oil change,Transport
I bought Tutoring session $147.90,Education
Physical therapy TXN-26630939,Healthcare
charged $277.34 to phone bill at&t yesterday,Utilities
Rent payment $311.78,Housing
YouTube Premium TXN-08159823,Subscription
Charged $209.47 to Audible membership today,Subscription
Spent 12.61 on Pet food,Other
i spent 98.67 on dental checkup on 01/08,Healthcare
$43.06 for Language learning app yesterday,Education
Electric bill,Utilities
had to pay $206.98 for workshop fee,Education
paid $50.34 for water bill on monday,Utilities
Pharmacy prescription TXN-96123843,Healthcare
Spent 100.52 on Furniture store,Shopping
Spent $59.79 on Kitchen supplies,Shopping
Home insurance 04/13,Housing
Spent $490.45 on Vitamins and supplements,Healthcare
audible membership $222.43,Subscription
Property tax East Megan,Housing
I spent 294.09 on Dental checkup,Healthcare
Gas bill Arianaburgh,Utilities
i spent 57.13 on pharmacy prescription on 01/16,Healthcare
I spent $382.41 on Car repair on Monday,Transport
I paid $56.79 at Kitchen supplies,Shopping
Dry cleaning TXN-19115108,Other
Apartment rent cost me 467.96,Housing
home insurance 02/22,Housing
charged $367.33 to furniture store,Shopping
KFC North Jeffrey,Food
Electric bill West Lindabury,Utilities
Spent 193.87 on PlayStation Plus,Subscription
purchased Electronics store for $350.24,Shopping
spent 25.41 on udemy course yesterday,Education
Spent $363.53 on Museum tickets,Entertainment
i spent $120.72 on lab tests,Healthcare
Paid 181.70 for Electronics store,Shopping
Paid $218.00 for KFC this week,Food
Paid 477.08 for Shoes purchase,Shopping
purchased Comedy show for $119.03 last month,Entertainment
Charged $488.01 to iCloud storage,Subscription
Spent $183.72 on Bowling,Entertainment
Paid 319.26 for Online shopping order,Shopping
Microsoft 365,Subscription
purchased pet food for $394.56 YGzqjE,Other
Health insurance premium Kurtside,Healthcare
Spent $173.42 on PlayStation Plus,Subscription
paid $475.73 for workshop fee last month,Education
$451.84 for KFC,Food
Car insurance cost me 482.06,Transport
Spent 418.78 on Home decor yesterday,Shopping
$363.20 for dental checkup,Healthcare
Department store 01/10,Shopping
Charged $39.00 to Rent payment this week,Housing
Tutoring session cost me 312.52 this week,Education
hoa fees $206.63,Housing
School supplies TXN-07190346,Education
i spent 181.26 on walmart groceries,Food
Apartment rent,Housing
apartment rent lindahaven jgGonf,Housing
pizza delivery 01/05,Food
Therapy session TXN-53170804,Healthcare
I spent $15.44 on Dry cleaning,Other
had to pay $360.09 for Trash collection yesterday,Utilities
bought karaoke night for $423.76 yesterday,Entertainment
Paid $139.32 for Electric bill,Utilities
Coffee shop 02/13,Food
Google One storage Petersonport,Subscription
Coursera subscription Lake Bethanyville,Education
purchased Gift for $327.16,Other
Charged $34.37 to Doctor visit,Healthcare
Paid $129.83 for Mortgage,Housing
Home insurance cost me 318.42,Housing
museum tickets jensenport,Entertainment
clothing store,Shopping
escape room,Entertainment
Electric bill cost $124.49,Utilities
Doctor visit TXN-63132090,Healthcare
Bought Theme park for $447.05,Entertainment
$285.34 for Tuition payment last month,Education
Paid $421.12 for Gas bill on Monday,Utilities
Paid 463.58 for Karaoke night,Entertainment
dining at olive garden 03/23,Food
i spent $454.27 on donation,Other
Subway sandwich TXN-81513130,Food
HBO Max $88.93,Subscription
Car repair,Transport
home insurance 01/28,Housing
property tax txn-98363216,Housing
i bought gift $302.29,Other
Paid $270.50 for Udemy course,Education
Rent payment,Housing
i spent $340.46 on karaoke night,Entertainment
Charged $347.06 to Electric bill,Utilities
Zoo visit 03/05,Entertainment
property tax walterborough,Housing
purchased Cell phone bill for $371.10 on 01/01,Utilities
Heating bill cost me 121.85,Utilities
i bought dry cleaning $78.38,Other
purchased Restaurant dinner for $267.80,Food
Charged $86.10 to Coffee shop this morning,Food
Pharmacy prescription 03/27,Healthcare
Amazon purchase cost me 360.01,Shopping
I paid $243.08 at Concert tickets on Monday,Entertainment
Paid 290.16 for Escape room this week,Entertainment
Coursera subscription Taylorstad,Education
had to pay $308.32 for Kitchen supplies,Shopping
Museum tickets 01/13,Entertainment
i paid $120.06 at kitchen supplies,Shopping
i bought car insurance $409.69,Transport
had to pay $471.52 for Certification exam this week,Education
Paid $385.65 for KFC,Food
I spent 174.46 on Eye exam yesterday,Healthcare
Bought Online shopping order for $479.02 last week,Shopping
maintenance,Housing
bought oil change for $295.64,Transport
mcdonalds txn-63505030,Food
Internet service,Utilities
eye exam,Healthcare
heating bill west janetburgh,Utilities
Lyft ride cost me 40.87 this week,Transport
Language learning app TXN-62699907,Education
Target groceries,Food
Car repair Lake Nicholasbury,Transport
tutoring session txn-55082235,Education
apple music txn-76440335,Subscription
Bought Gas station for $82.79,Transport
car insurance new edwardberg,Transport
I spent $6.82 on Netflix subscription,Subscription
Health insurance premium 03/15,Healthcare
i bought clothing store $102.58 last month,Shopping
Paid $35.49 for Electronics store,Shopping
Paid $8.38 for Restaurant dinner,Food
arcade games txn-76948008,Entertainment
I bought Spotify premium $499.72,Subscription
$143.73 for Trash collection,Utilities
Home decor TXN-03538210,Shopping
purchased Gas bill for $357.97,Utilities
I spent $207.49 on Dining at Olive Garden today,Food
had to pay $11.87 for House payment,Housing
purchased HBO Max for $343.50 on 02/05,Subscription
Lyft ride TXN-07806766,Transport
online shopping order,Shopping
Book purchase 03/29,Other
audible membership cost $141.61,Subscription
i bought therapy session $100.54,Healthcare
pharmacy prescription 04/02,Healthcare
Spent $475.90 on Online shopping order last month,Shopping
i spent $481.84 on phone bill at&t,Utilities
I spent $230.33 on Home insurance,Housing
Spent $316.69 on Home insurance today,Housing
trash collection,Utilities
$360.23 for museum tickets,Entertainment
I paid $200.09 at Trash collection on Monday,Utilities
bought haircut for $317.69 pfDqhU,Other
McDonalds,Food
spent $443.38 on dry cleaning on 01/13,Other
Furniture store,Shopping
I spent 71.72 on Water bill,Utilities
cell phone bill west billy,Utilities
Spent 111.66 on Lyft ride,Transport
Urgent care visit,Healthcare
maintenance cost me 402.20 today,Housing
Gas bill cost me 322.86 today,Utilities
spent $274.53 on online shopping order,Shopping
Water bill cost $195.01,Utilities
purchased HBO Max for $160.21,Subscription
charged $42.00 to tutoring session,Education
Doctor visit,Healthcare
Certification exam TXN-52745638,Education
tutoring session $488.55,Education
Coursera subscription 01/12,Education
Gas bill,Utilities
I spent $217.52 on Hulu subscription,Subscription
Paid 119.15 for Costco groceries,Food
purchased KFC for $380.23,Food
Spent $147.00 on Vitamins and supplements yesterday,Healthcare
spent $323.94 on hoa fees,Housing
$180.28 for Kitchen supplies,Shopping
$102.39 for Zoo visit,Entertainment
I bought Department store $32.41,Shopping
$458.47 for pharmacy prescription,Healthcare
Gas station Carlton,Transport
parking ticket,Transport
Online course 03/22,Education
I spent $345.01 on Home insurance,Housing
House payment cost $106.25 last month,Housing
I paid $98.00 at PlayStation Plus last month,Subscription
I paid $80.75 at Eye exam,Healthcare
Gift New Christian,Other
Pharmacy prescription 02/25,Healthcare
I spent 70.23 on Doctor copay on Monday,Other
Certification exam Edwardchester,Education
had to pay $203.65 for oil change last month jWSJoP,Transport
purchased Urgent care visit for $323.57,Healthcare
paid 444.52 for gas bill,Utilities
gym membership $130.38,Subscription
$155.40 for Gas bill,Utilities
Doctor visit West Alexandershire,Healthcare
I spent 95.39 on Museum tickets,Entertainment
Bought Donation for $499.84 this morning xnnDSf,Other
Maintenance,Housing
apartment rent 04/12,Housing
Paid 470.49 for Theme park on 03/26,Entertainment
I spent 349.04 on Home insurance,Housing
i paid $124.01 at phone bill at&t this morning,Utilities
Oil change,Transport
bought gift for $187.16,Other
iCloud storage 04/12,Subscription
Bought Dental checkup for $170.76,Healthcare
Google One storage South Davidmouth,Subscription
Bowling 02/23,Entertainment
Spent $61.31 on Apple Music yesterday,Subscription
Vitamins and supplements,Healthcare
$142.25 for gas bill,Utilities
urgent care visit new gregory,Healthcare
Bought Dental checkup for $311.95 this morning,Healthcare
dining at olive garden 02/23,Food
Karaoke night 04/11,Entertainment
online shopping order txn-84800275,Shopping
I spent 255.46 on Coursera subscription this week FIawik,Education
Spent 176.04 on Theme park,Entertainment
I spent 480.76 on Microsoft 365,Subscription
Bowling TXN-72324110,Entertainment
Physical therapy TXN-77354006,Healthcare
I spent 272.86 on Gas station,Transport
bus ticket txn-47198272,Transport
Shoes purchase 04/01,Shopping
Dental checkup TXN-61963191,Healthcare
paid 272.50 for kitchen supplies,Shopping
Tuition payment cost me 207.08,Education
had to pay $315.72 for Gas bill,Utilities
i paid $74.63 at online course today,Education
Cell phone bill Jonathanmouth,Utilities
i bought workshop fee $138.26,Education
I spent 258.22 on Spotify premium yesterday,Subscription
Escape room cost me 320.44,Entertainment
Paid 295.93 for Theme park,Entertainment
Escape room cost me 211.62,Entertainment
$164.55 for HOA fees,Housing
department store,Shopping
had to pay $138.28 for Starbucks,Food
Concert tickets South Amyshire,Entertainment
Paid $49.85 for Subway pass,Transport
language learning app east nicole,Education
Physical therapy 03/17,Healthcare
had to pay $440.61 for Workshop fee,Education
Furniture store 03/17,Shopping
Furniture store 02/20,Shopping
Spent 343.23 on Target groceries,Food
Adobe Creative Cloud cost me 474.14,Subscription
Bought Movie theater for $136.49 BVGuKE,Entertainment
Electronics store 01/14,Shopping
Disney+ subscription 01/12,Subscription
Museum tickets TXN-56495133,Entertainment
$282.27 for cell phone bill on monday,Utilities
Textbook purchase cost me 51.78,Education
$178.14 for Gas bill today,Utilities
Clothing store $211.06,Shopping
Car repair 03/23,Transport
bought tutoring session for $17.66,Education
Tuition payment New Benjamin,Education
I spent 6.13 on Tutoring session,Education
purchased Electric bill for $120.90,Utilities
purchased Gas station for $333.57,Transport
Bought Udemy course for $33.38 last month,Education
home insurance maryville,Housing
Amazon Prime TXN-22247520,Subscription
Paid $150.41 for HOA fees,Housing
furniture store east rebecca,Shopping
subway sandwich 01/07,Food
pharmacy prescription,Healthcare
i spent $208.20 on book purchase,Other
